Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Trimestre (Código),Trimestre,Variável (Código),Variável,Tipo de inspeção (Código),Tipo de inspeção,Referência temporal (Código),Referência temporal
3,Unidade da Federação,25,Mil litros,550044,35,São Paulo,202402,2º trimestre 2024,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,550030,35,São Paulo,202402,2º trimestre 2024,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,138,35,São Paulo,202402,2º trimestre 2024,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.71,35,São Paulo,202402,2º trimestre 2024,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,151,35,São Paulo,202403,3º trimestre 2024,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,567991,35,São Paulo,202403,3º trimestre 2024,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,568147,35,São Paulo,202403,3º trimestre 2024,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,137,35,São Paulo,202403,3º trimestre 2024,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.92,35,São Paulo,202403,3º trimestre 2024,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,148,35,São Paulo,202404,4º trimestre 2024,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,572942,35,São Paulo,202404,4º trimestre 2024,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,573145,35,São Paulo,202404,4º trimestre 2024,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,132,35,São Paulo,202404,4º trimestre 2024,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.80,35,São Paulo,202404,4º trimestre 2024,2522,Preço médio,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,149,35,São Paulo,202501,1º trimestre 2025,151,Número de informantes,118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,550216,35,São Paulo,202501,1º trimestre 2025,282,"Quantidade de leite cru, resfriado ou não, adquirido",118225,Total,115236,Total do trimestre
3,Unidade da Federação,25,Mil litros,550710,35,São Paulo,202501,1º trimestre 2025,283,"Quantidade de leite cru, resfriado ou não, industrializado",118225,Total,115236,Total do trimestre
3,Unidade da Federação,1020,Unidades,132,35,São Paulo,202501,1º trimestre 2025,396,Número de informantes do preço do leite,118225,Total,115236,Total do trimestre
3,Unidade da Federação,1760,Reais por litro,2.84,35,São Paulo,202501,1º trimestre 2025,2522,Preço médio,118225,Total,115236,Total do trimestre
