Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Mês (Código),Mês,Variável (Código),Variável
3,Unidade da Federação,38,Reais,635.43,35,São Paulo,201810,outubro 2018,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,547.31,35,São Paulo,201810,outubro 2018,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,423.96,35,São Paulo,201810,outubro 2018,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,804.12,35,São Paulo,201810,outubro 2018,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,-0.22,35,São Paulo,201810,outubro 2018,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,4.64,35,São Paulo,201810,outubro 2018,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,5.74,35,São Paulo,201810,outubro 2018,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1212.32,35,São Paulo,201811,novembro 2018,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,574.66,35,São Paulo,201811,novembro 2018,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.66,35,São Paulo,201811,novembro 2018,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,547.53,35,São Paulo,201811,novembro 2018,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,422.69,35,São Paulo,201811,novembro 2018,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,806.93,35,São Paulo,201811,novembro 2018,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.04,35,São Paulo,201811,novembro 2018,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,4.69,35,São Paulo,201811,novembro 2018,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,4.96,35,São Paulo,201811,novembro 2018,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1213.25,35,São Paulo,201812,dezembro 2018,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,577.47,35,São Paulo,201812,dezembro 2018,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,635.78,35,São Paulo,201812,dezembro 2018,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,547.97,35,São Paulo,201812,dezembro 2018,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,424.76,35,São Paulo,201812,dezembro 2018,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,804.59,35,São Paulo,201812,dezembro 2018,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.08,35,São Paulo,201812,dezembro 2018,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,4.77,35,São Paulo,201812,dezembro 2018,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,4.77,35,São Paulo,201812,dezembro 2018,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1214.91,35,São Paulo,201901,janeiro 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,576.55,35,São Paulo,201901,janeiro 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,638.36,35,São Paulo,201901,janeiro 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,548.74,35,São Paulo,201901,janeiro 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,424.08,35,São Paulo,201901,janeiro 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,807.89,35,São Paulo,201901,janeiro 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.14,35,São Paulo,201901,janeiro 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.14,35,São Paulo,201901,janeiro 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,4.17,35,São Paulo,201901,janeiro 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1217.09,35,São Paulo,201902,fevereiro 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,578.73,35,São Paulo,201902,fevereiro 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,638.36,35,São Paulo,201902,fevereiro 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,549.72,35,São Paulo,201902,fevereiro 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,425.69,35,São Paulo,201902,fevereiro 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,807.89,35,São Paulo,201902,fevereiro 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.18,35,São Paulo,201902,fevereiro 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.32,35,São Paulo,201902,fevereiro 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,3.97,35,São Paulo,201902,fevereiro 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1223.92,35,São Paulo,201903,março 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,586.65,35,São Paulo,201903,março 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.27,35,São Paulo,201903,março 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,552.80,35,São Paulo,201903,março 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,431.52,35,São Paulo,201903,março 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,806.52,35,São Paulo,201903,março 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.56,35,São Paulo,201903,março 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.88,35,São Paulo,201903,março 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,4.31,35,São Paulo,201903,março 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1224.36,35,São Paulo,201904,abril 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,586.38,35,São Paulo,201904,abril 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.98,35,São Paulo,201904,abril 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,553.02,35,São Paulo,201904,abril 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,431.35,35,São Paulo,201904,abril 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,807.41,35,São Paulo,201904,abril 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.04,35,São Paulo,201904,abril 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.92,35,São Paulo,201904,abril 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,4.44,35,São Paulo,201904,abril 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1226.52,35,São Paulo,201905,maio 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,591.38,35,São Paulo,201905,maio 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,635.14,35,São Paulo,201905,maio 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,554.02,35,São Paulo,201905,maio 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,435.01,35,São Paulo,201905,maio 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,803.85,35,São Paulo,201905,maio 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.18,35,São Paulo,201905,maio 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,1.10,35,São Paulo,201905,maio 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,3.13,35,São Paulo,201905,maio 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1226.40,35,São Paulo,201906,junho 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,594.15,35,São Paulo,201906,junho 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,632.25,35,São Paulo,201906,junho 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,553.96,35,São Paulo,201906,junho 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,437.06,35,São Paulo,201906,junho 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,800.24,35,São Paulo,201906,junho 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,-0.01,35,São Paulo,201906,junho 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,1.09,35,São Paulo,201906,junho 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.48,35,São Paulo,201906,junho 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1246.65,35,São Paulo,201907,julho 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,600.90,35,São Paulo,201907,julho 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,645.75,35,São Paulo,201907,julho 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,563.10,35,São Paulo,201907,julho 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,442.00,35,São Paulo,201907,julho 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,817.28,35,São Paulo,201907,julho 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,1.65,35,São Paulo,201907,julho 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,2.76,35,São Paulo,201907,julho 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,3.81,35,São Paulo,201907,julho 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1246.72,35,São Paulo,201908,agosto 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,616.63,35,São Paulo,201908,agosto 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,630.09,35,São Paulo,201908,agosto 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,563.16,35,São Paulo,201908,agosto 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,453.58,35,São Paulo,201908,agosto 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,797.42,35,São Paulo,201908,agosto 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.01,35,São Paulo,201908,agosto 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,2.77,35,São Paulo,201908,agosto 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.95,35,São Paulo,201908,agosto 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1246.19,35,São Paulo,201909,setembro 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,613.58,35,São Paulo,201909,setembro 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,632.61,35,São Paulo,201909,setembro 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,562.94,35,São Paulo,201909,setembro 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,451.36,35,São Paulo,201909,setembro 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,800.61,35,São Paulo,201909,setembro 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,-0.04,35,São Paulo,201909,setembro 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,2.73,35,São Paulo,201909,setembro 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.63,35,São Paulo,201909,setembro 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1245.47,35,São Paulo,201910,outubro 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,612.86,35,São Paulo,201910,outubro 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,632.61,35,São Paulo,201910,outubro 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,562.60,35,São Paulo,201910,outubro 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,450.81,35,São Paulo,201910,outubro 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,800.61,35,São Paulo,201910,outubro 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,-0.06,35,São Paulo,201910,outubro 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,2.67,35,São Paulo,201910,outubro 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.79,35,São Paulo,201910,outubro 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1245.11,35,São Paulo,201911,novembro 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,612.51,35,São Paulo,201911,novembro 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,632.60,35,São Paulo,201911,novembro 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,562.43,35,São Paulo,201911,novembro 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,450.54,35,São Paulo,201911,novembro 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,800.61,35,São Paulo,201911,novembro 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,-0.03,35,São Paulo,201911,novembro 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,2.64,35,São Paulo,201911,novembro 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.72,35,São Paulo,201911,novembro 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1247.81,35,São Paulo,201912,dezembro 2019,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,610.59,35,São Paulo,201912,dezembro 2019,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.22,35,São Paulo,201912,dezembro 2019,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,563.67,35,São Paulo,201912,dezembro 2019,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,449.15,35,São Paulo,201912,dezembro 2019,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,806.45,35,São Paulo,201912,dezembro 2019,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.22,35,São Paulo,201912,dezembro 2019,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,2.86,35,São Paulo,201912,dezembro 2019,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.86,35,São Paulo,201912,dezembro 2019,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1247.70,35,São Paulo,202001,janeiro 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,609.17,35,São Paulo,202001,janeiro 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,638.53,35,São Paulo,202001,janeiro 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,563.61,35,São Paulo,202001,janeiro 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,448.11,35,São Paulo,202001,janeiro 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,808.15,35,São Paulo,202001,janeiro 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,-0.01,35,São Paulo,202001,janeiro 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,-0.01,35,São Paulo,202001,janeiro 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.71,35,São Paulo,202001,janeiro 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1250.82,35,São Paulo,202002,fevereiro 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,613.60,35,São Paulo,202002,fevereiro 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.22,35,São Paulo,202002,fevereiro 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,565.02,35,São Paulo,202002,fevereiro 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,451.39,35,São Paulo,202002,fevereiro 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,806.45,35,São Paulo,202002,fevereiro 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.25,35,São Paulo,202002,fevereiro 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.24,35,São Paulo,202002,fevereiro 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.78,35,São Paulo,202002,fevereiro 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1254.32,35,São Paulo,202003,março 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,617.10,35,São Paulo,202003,março 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.22,35,São Paulo,202003,março 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,566.60,35,São Paulo,202003,março 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,453.96,35,São Paulo,202003,março 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,806.45,35,São Paulo,202003,março 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.28,35,São Paulo,202003,março 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.52,35,São Paulo,202003,março 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.50,35,São Paulo,202003,março 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1253.61,35,São Paulo,202004,abril 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,616.39,35,São Paulo,202004,abril 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.22,35,São Paulo,202004,abril 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,566.26,35,São Paulo,202004,abril 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,453.46,35,São Paulo,202004,abril 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,806.45,35,São Paulo,202004,abril 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,-0.06,35,São Paulo,202004,abril 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.46,35,São Paulo,202004,abril 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.39,35,São Paulo,202004,abril 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1255.33,35,São Paulo,202005,maio 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,618.11,35,São Paulo,202005,maio 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.22,35,São Paulo,202005,maio 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,567.05,35,São Paulo,202005,maio 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,454.73,35,São Paulo,202005,maio 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,806.45,35,São Paulo,202005,maio 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.14,35,São Paulo,202005,maio 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.60,35,São Paulo,202005,maio 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.35,35,São Paulo,202005,maio 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1256.57,35,São Paulo,202006,junho 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,619.35,35,São Paulo,202006,junho 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,637.22,35,São Paulo,202006,junho 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,567.62,35,São Paulo,202006,junho 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,455.64,35,São Paulo,202006,junho 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,806.45,35,São Paulo,202006,junho 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.10,35,São Paulo,202006,junho 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,0.70,35,São Paulo,202006,junho 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.47,35,São Paulo,202006,junho 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1269.80,35,São Paulo,202007,julho 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,625.07,35,São Paulo,202007,julho 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,644.73,35,São Paulo,202007,julho 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,573.58,35,São Paulo,202007,julho 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,459.83,35,São Paulo,202007,julho 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,815.97,35,São Paulo,202007,julho 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,1.05,35,São Paulo,202007,julho 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,1.76,35,São Paulo,202007,julho 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,1.86,35,São Paulo,202007,julho 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1278.48,35,São Paulo,202008,agosto 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,634.68,35,São Paulo,202008,agosto 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,643.80,35,São Paulo,202008,agosto 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,577.48,35,São Paulo,202008,agosto 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,466.91,35,São Paulo,202008,agosto 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,814.83,35,São Paulo,202008,agosto 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,0.68,35,São Paulo,202008,agosto 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,2.45,35,São Paulo,202008,agosto 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,2.54,35,São Paulo,202008,agosto 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1301.05,35,São Paulo,202009,setembro 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,657.25,35,São Paulo,202009,setembro 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,643.80,35,São Paulo,202009,setembro 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,587.70,35,São Paulo,202009,setembro 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,483.53,35,São Paulo,202009,setembro 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,814.83,35,São Paulo,202009,setembro 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,1.77,35,São Paulo,202009,setembro 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,4.26,35,São Paulo,202009,setembro 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,4.40,35,São Paulo,202009,setembro 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1319.44,35,São Paulo,202010,outubro 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,675.06,35,São Paulo,202010,outubro 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,644.38,35,São Paulo,202010,outubro 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,595.99,35,São Paulo,202010,outubro 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,496.64,35,São Paulo,202010,outubro 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,815.56,35,São Paulo,202010,outubro 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,1.41,35,São Paulo,202010,outubro 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,5.73,35,São Paulo,202010,outubro 2020,1197,Custo médio m² - variação percentual no ano
3,Unidade da Federação,2,%,5.94,35,São Paulo,202010,outubro 2020,1198,Custo médio m² - variação percentual em doze meses
3,Unidade da Federação,38,Reais,1339.14,35,São Paulo,202011,novembro 2020,48,Custo médio m² - moeda corrente
3,Unidade da Federação,38,Reais,694.76,35,São Paulo,202011,novembro 2020,2119,Custo médio m² - componente material - moeda corrente
3,Unidade da Federação,38,Reais,644.38,35,São Paulo,202011,novembro 2020,2120,Custo médio m² - componente mão-de-obra - moeda corrente
3,Unidade da Federação,30,Número-índice,604.87,35,São Paulo,202011,novembro 2020,49,Custo médio m² - número-índice
3,Unidade da Federação,30,Número-índice,511.14,35,São Paulo,202011,novembro 2020,1193,Custo médio m² - componente material - número-índice
3,Unidade da Federação,30,Número-índice,815.56,35,São Paulo,202011,novembro 2020,1232,Custo médio m² - componente mão-de-obra - número-índice
3,Unidade da Federação,2,%,1.49,35,São Paulo,202011,novembro 2020,1196,Custo médio m² - variação percentual no mês
3,Unidade da Federação,2,%,7.31,35,São Paulo,202011,novembro 2020,1197,Custo médio m² - variação percentual no ano
